Username,ID,Date,Duration,Duration_Formatted,Session,Condition_Number
w10068374CG,13la3l8qp7,2020-08-17T11:09:23-07:00,2501,00:41:41,1,11
w10022351_jam,csfpk7whub,2020-08-17T11:53:01-07:00,2122,00:35:22,1,12
w980000_lf,5iqf61ok6f,2020-08-17T12:07:15-07:00,1829,00:30:29,1,1
w10089076_AG,dn2tw7qhld,2020-08-17T13:23:23-07:00,1036,00:17:16,1,4
w10065817_CEB,opx3i7by7w,2020-08-17T13:24:38-07:00,1271,00:21:11,1,3
w10065817_CEB,opx3i7by7w,2020-08-17T13:24:56-07:00,1289,00:21:29,1,3
w995669_AML,7y573dzooc,2020-08-17T15:01:28-07:00,2028,00:33:48,1,5
w10030814_cms,y9j7oel6i2,2020-08-17T15:27:54-07:00,2911,00:48:31,1,6
905158TA,owhcr7ur6j,2020-08-18T13:03:14-07:00,3486,00:58:06,1,8
w10048422AB,bes7sqds8b,2020-08-18T18:38:47-07:00,2982,00:49:42,1,11
w10059358_arw,rretvymjj3,2020-08-18T20:56:22-07:00,2797,00:46:37,1,12
W10106164HPR,qjhh35oz5s,2020-08-19T09:46:08-07:00,1894,00:31:34,1,1
10084195jh,nlmr0t3ap4,2020-08-19T14:56:48-07:00,1684,00:28:04,1,2
w934494_APK,vzhb7wv7na,2020-08-20T00:14:19-07:00,1755,00:29:15,1,3
w10043024,tt3ocznl5l,2020-08-20T11:40:43-07:00,1311,00:21:51,1,4
w10046977_ajg,aq48tebm4r,2020-08-20T13:17:51-07:00,1856,00:30:56,1,5
w10013081,xedqvq5mon,2020-08-21T21:53:51-07:00,2429,00:40:29,1,6
w10062352_bow,vys7miuxjh,2020-08-22T16:50:59-07:00,1772,00:29:32,1,7
w10037861HE,rw93gulkn3,2020-08-23T16:58:24-07:00,3270,00:54:30,1,8
w100547_HRO,rpdvw5ogfu,2020-08-25T10:59:32-07:00,3746,01:02:26,1,11
w10088462_kb,wxkjfdbcjm,2020-08-26T13:40:30-07:00,2536,00:42:16,1,12
w10096966,djo4tnwx70,2020-08-27T10:57:24-07:00,1521,00:25:21,1,1
982346DJ,fd2iyxikvm,2020-08-27T11:21:03-07:00,1794,00:29:54,1,2
w535119_jll,9ow3oocti8,2020-08-29T16:47:07-07:00,1273,00:21:13,1,3
w10036134AN,ea1n15sqdc,2020-08-31T18:44:43-07:00,1744,00:29:04,1,5
w10088466_kad,hyiaywoi9i,2020-09-02T20:08:32-07:00,1862,00:31:02,1,6
w10012551_ash,bvsaffp013,2020-09-05T09:39:08-07:00,1342,00:22:22,1,7
w10021803mm,qotkxc9me9,2020-09-05T18:25:38-07:00,1400,00:23:20,1,8
w10059664CB,yrhopih0e7,2020-09-05T22:14:02-07:00,2092,00:34:52,1,9
w10049766_AYN,nnamtajdia,2020-09-06T17:40:48-07:00,2661,00:44:21,1,11
w10033012_TMB,0cqqkplzht,2020-09-08T11:40:48-07:00,3004,00:50:04,1,12
w10022439_mlr,t1wqv872d0,2020-09-08T17:21:42-07:00,1126,00:18:46,1,1
w10082599_LD,u7x96q1nyv,2020-09-10T14:46:52-07:00,1792,00:29:52,1,2
w10050832_sgm,kckvjiaful,2020-09-11T22:47:31-07:00,2124,00:35:24,1,3
w10004245,g4n97f78gj,2020-09-12T17:03:03-07:00,1585,00:26:25,1,4
w10045963_lnp,wdghf6klc3,2020-09-13T09:06:29-07:00,2214,00:36:54,1,5
w10019988_kh,e65qq6b69l,2020-09-14T13:36:08-07:00,1287,00:21:27,1,6
w10019988_kh,e65qq6b69l,2020-09-14T13:36:22-07:00,1301,00:21:41,1,6
w984273RS,xww1bzgwla,2020-09-15T11:51:34-07:00,2093,00:34:53,1,8
w10103818,jrma3hjqpt,2020-09-15T17:55:21-07:00,1609,00:26:49,1,9
w997000jy,rkwq8olarx,2020-09-18T14:51:18-07:00,2265,00:37:45,1,10
w10059558_rch,5ksyq7l8wm,2020-09-19T13:16:09-07:00,1457,00:24:17,1,11
w10059558_rch,5ksyq7l8wm,2020-09-19T13:16:17-07:00,1465,00:24:25,1,11
w10030757JP,sf71upj9lw,2020-09-21T18:49:15-07:00,1123,00:18:43,1,1
w10030757JP,sf71upj9lw,2020-09-21T18:49:22-07:00,1130,00:18:50,1,1
10069503MDSA,ox0ruwx97y,2020-09-24T16:24:53-07:00,2142,00:35:42,1,2
10104845FH,r1emwkx808,2020-09-27T09:11:13-07:00,1546,00:25:46,1,3
w10044868_as,ssihuxm6ak,2020-09-28T16:12:28-07:00,4356,01:12:36,1,8
w10071305_mkt,qfiu32gvcg,2020-09-28T19:16:29-07:00,1594,00:26:34,1,9
w10071305_mkt,qfiu32gvcg,2020-09-28T19:17:12-07:00,1637,00:27:17,1,9
w10011881_dnd,zo29qz86em,2020-09-30T09:14:59-07:00,2713,00:45:13,1,10
w10029010,3uguohoh9g,2020-10-01T10:33:29-07:00,2779,00:46:19,1,11
w10065796_sjb,2j69kwr1hm,2020-10-01T19:04:47-07:00,1615,00:26:55,1,12
w10076541_mim,lz1xku94xr,2020-10-02T07:13:16-07:00,2050,00:34:10,1,1
10071305_mkt,6ph3bzrfyf,2020-10-02T10:38:56-07:00,1005,00:16:45,1,2
w10082046_ac,pbg3wqcd9x,2020-10-02T13:59:00-07:00,1923,00:32:03,1,3
w919795_nrb,75qidj0pa3,2020-10-02T17:34:42-07:00,2081,00:34:41,1,4
w10006036_mlh,4bh46mpg60,2020-10-02T18:21:22-07:00,3458,00:57:38,1,5
334685WJ,h9lkz6d664,2020-10-03T15:57:20-07:00,2688,00:44:48,1,6
w10037565TT,abu50hptkg,2020-10-03T18:22:05-07:00,3973,01:06:13,1,7
w10016442_mb,nh7n0lo4ni,2020-10-04T12:34:20-07:00,1650,00:27:30,1,8
w10088817_XD,4xz6vcrirt,2020-10-05T18:31:52-07:00,2204,00:36:44,1,9
w10030825FS,bfjallmiq3,2020-10-05T19:46:08-07:00,1551,00:25:51,1,10
w10067540jer,zmxficnz89,2020-10-06T15:02:39-07:00,1977,00:32:57,1,11
977524rc,nybu72v5og,2020-10-06T20:28:27-07:00,1643,00:27:23,1,12
w10067789_JT,wi1lbwlvxt,2020-10-07T12:13:00-07:00,1578,00:26:18,1,1
w10085323,oa8fyu9hqw,2020-10-07T13:46:27-07:00,1957,00:32:37,1,2
w10106212EB,1saz5rxp0u,2020-10-08T19:47:02-07:00,3940,01:05:40,1,6
w10027292MK,pyt7nhnn8e,2020-10-10T16:20:28-07:00,2918,00:48:38,1,7
w10065682_amm,ncvtuh9i33,2020-10-10T17:23:37-07:00,1668,00:27:48,1,8
w10069845,8psv62nms9,2020-10-10T22:32:37-07:00,1679,00:27:59,1,10
w10104941_mrp,kubq9folo9,2020-10-11T14:33:07-07:00,1833,00:30:33,1,11
10064478oc,jnnw6fcx5j,2020-10-17T19:42:01-07:00,2316,00:38:36,1,12
10097621LS,1sv35ojuyy,2020-10-19T18:50:46-07:00,3213,00:53:33,1,1
w10077356JS,7zgcyotqkn,2020-10-21T13:17:39-07:00,1865,00:31:05,1,2
w10079099_msr,lum2656xuu,2020-10-22T06:33:14-07:00,1697,00:28:17,1,3
w10098918_eks,eir1g0ez1f,2020-10-29T12:42:42-07:00,2154,00:35:54,1,9
w10040181_lb,gpi32doev1,2020-10-30T15:58:04-07:00,2437,00:40:37,1,12
10047038AM,e2drtigww1,2020-10-30T16:16:10-07:00,9593,02:39:53,1,11
w218848BM,lvgly3ljxx,2020-10-31T14:53:01-07:00,2425,00:40:25,1,9
w10049640,5a65kyarkq,2020-11-04T12:27:42-08:00,3878,01:04:38,1,11
w10065910_kb,zplycx6kb5,2020-11-05T18:34:12-08:00,4797,01:19:57,1,12
